epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,5.187801799096001,0.009822222222222222,4.90592255859375,0.01,0.002162324490524743
2,5.191253559112549,0.00908888888888889,4.898467381286621,0.0102,0.0017767231108326048
3,5.1845969618903265,0.008955555555555555,4.904547038269043,0.0092,0.001601295028975038
4,5.1832356455485025,0.008911111111111111,4.903607605743408,0.0098,0.0017138280149920893
5,5.187104991404215,0.009022222222222221,4.892238606262207,0.0096,0.0018100511306356915
6,5.18333529908922,0.009333333333333334,4.902979859161377,0.0096,0.0017850434746248525
7,5.180191994815402,0.008911111111111111,4.90363715133667,0.0092,0.0018345907617706998
8,5.184499005381266,0.009133333333333334,4.910653199005127,0.0098,0.0019355709018549095
9,5.183514882575141,0.009733333333333333,4.90759454574585,0.009,0.0014965203568363574
10,5.178920614030626,0.008844444444444445,4.901443309020996,0.0096,0.0018319327455347128
11,5.173840914916992,0.010155555555555555,4.902469059753418,0.01,0.0020117664135624424
12,5.179995798746745,0.008866666666666667,4.899580520629883,0.01,0.0029521990845844583
