label,epoch,train_loss,train_acc,val_loss,val_acc,f1_score
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,1,5.245931813981798,0.009933333333333334,4.954522802734375,0.0088,0.002637241106164879
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,2,5.241903453063965,0.009422222222222222,4.956031623840332,0.0088,0.0022945706598983795
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,3,5.2485336195203995,0.010155555555555555,4.957879136657715,0.009,0.002488304977872514
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,4,5.243488080088298,0.0102,4.957231986999512,0.009,0.002369231002901428
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,5,5.245264142100016,0.010666666666666666,4.958525558471679,0.0084,0.0020088135991289725
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,6,5.245597901153564,0.010155555555555555,4.949041741943359,0.0088,0.002361259356472494
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,7,5.245287458207872,0.009244444444444444,4.951864993286133,0.0088,0.0023216436979163744
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,8,5.244226280297173,0.01071111111111111,4.9551382057189945,0.0092,0.002527664344507469
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,9,5.254556236860487,0.00968888888888889,4.957231847381592,0.0084,0.0024970478201371982
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,10,5.245801239352756,0.010155555555555555,4.948345660400391,0.0096,0.002529201139870055
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,11,5.250978032090929,0.009377777777777778,4.953917822265625,0.009,0.0023691590061638915
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,12,5.2445658840603295,0.010177777777777779,4.9518305046081545,0.0086,0.0023409718622250885
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,13,5.242307748497857,0.010644444444444444,4.955891831970215,0.0096,0.0025691406808768203
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,14,5.237987237803141,0.010733333333333333,4.9522666694641115,0.0086,0.0022788448906879543
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,15,5.247138672044542,0.010311111111111111,4.950263130187988,0.0086,0.0025263727181691
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,1,5.208652475568983,0.01131111111111111,4.89534734954834,0.0158,0.003328641132581508
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,2,5.200483755238851,0.010555555555555556,4.901604076385498,0.016,0.0035833810104982104
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,3,5.212211894056532,0.010755555555555556,4.897684368896484,0.0154,0.00380003666303825
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,4,5.205763003540039,0.011222222222222222,4.899679039001465,0.0152,0.003220342510785025
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,5,5.204566679975722,0.011577777777777777,4.894907418060303,0.0152,0.003153329789719421
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,6,5.206771361541748,0.011044444444444445,4.906070488739013,0.0154,0.0034031264254553166
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,7,5.207507258605957,0.0106,4.8957859298706055,0.0162,0.0037831187621090775
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,8,5.20701924879286,0.011244444444444444,4.899442981719971,0.0162,0.004187864489048379
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,9,5.202148472001817,0.011622222222222223,4.90471202468872,0.0154,0.0031181392008640973
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,10,5.203449914296468,0.011622222222222223,4.896960704040527,0.015,0.0032642296098602972
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,11,5.204342455291748,0.010222222222222223,4.900086799621582,0.0146,0.0033127512787115014
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,12,5.204625220913357,0.011222222222222222,4.898899617767334,0.0158,0.0032969246970028566
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,13,5.204106983947754,0.011266666666666666,4.901429991149902,0.0154,0.003314856749819088
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,14,5.210056305948894,0.01131111111111111,4.895813538360596,0.0158,0.003808766589114651
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,15,5.208264520602756,0.0112,4.8998955070495605,0.016,0.003212804742212547
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,16,5.203305208248563,0.010911111111111111,4.894533026123047,0.0152,0.0033988989897266826
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_sgd_autoaug,17,5.206327902136908,0.010622222222222222,4.89515234375,0.015,0.003231978894476832
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,1,4.839161294047038,0.022133333333333335,4.135741870880127,0.1174,0.09284296724643544
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,2,3.6958651663886175,0.16468888888888888,2.5332983585357667,0.4822,0.4482274794437447
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,3,2.1631593646155465,0.46257777777777775,1.3745658292770386,0.6786,0.6665787234651966
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,4,1.365836297861735,0.6481111111111111,0.979394063615799,0.745,0.7372145942008376
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,5,0.960607045088874,0.7502444444444445,0.828987123966217,0.7828,0.7776688628550563
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,6,0.7056831876966688,0.8231777777777778,0.7596125153064728,0.8006,0.7960354544790103
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,7,0.527604965570238,0.8800888888888889,0.7457267844438553,0.807,0.8032432365917372
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,8,0.45852656553056503,0.8990222222222222,0.7563701062202454,0.804,0.8002367601618591
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,9,0.3789939576466878,0.9230666666666667,0.7699769445419311,0.8074,0.8041796821790385
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,10,0.26786179190741644,0.9611111111111111,0.7942415326595307,0.8048,0.8024314817663322
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,11,0.20359595594406127,0.9809333333333333,0.778847873210907,0.8158,0.8123336081837128
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,12,0.16446782415178088,0.9925111111111111,0.7897128139972687,0.818,0.8148830499462636
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,13,0.15018041417863634,0.9962222222222222,0.8110491463661194,0.8176,0.8131551339843693
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,14,0.14119492401546901,0.9975777777777778,0.818829319190979,0.8144,0.8108277201465609
lr_0.0005_bs_64_epochs_30_wd_0.0005_opt_adamw_autoaug,15,0.1370419769499037,0.9983111111111111,0.8179544084072113,0.8198,0.8158082187241997
