epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,4.466322678375244,0.05771111111111111,3.3264137878417968,0.3356,0.30038661117735577
2,2.4327072094599407,0.4116888888888889,1.3362302847862244,0.6754,0.6630508373065078
3,1.2647945067723592,0.6706666666666666,0.8965078556060792,0.7642,0.7590834430547636
4,0.8550990237765842,0.7803333333333333,0.7914843529224396,0.79,0.7855420077446612
5,0.7068104772991605,0.8171777777777778,0.7686039463996888,0.8016,0.7967540084501152
6,0.4608558056195577,0.8925333333333333,0.7530582192897797,0.8082,0.804430096357955
7,0.313376269086202,0.9428444444444445,0.738696852850914,0.8158,0.8128079244165519
8,0.20997646099726358,0.9780666666666666,0.7635398936748504,0.8168,0.8132031414577547
9,0.20304662812550864,0.9792888888888889,0.7978925385951996,0.8134,0.8095713481062226
10,0.17791733233133952,0.9869555555555556,0.8277593332290649,0.8166,0.8124953854239201
11,0.16071276325649686,0.9917777777777778,0.8323468688488007,0.8198,0.8163115527954135
12,0.14965168199539183,0.9947111111111111,0.8507165587425232,0.812,0.8083890489356871
13,0.14148622422748142,0.9967555555555555,0.8468702742099762,0.8164,0.813045649144602
14,0.1350295973724789,0.9979333333333333,0.8298034585237503,0.8234,0.8195206143507953
15,0.12656203917662304,0.9993333333333333,0.8261335069656373,0.8276,0.8235954140545229
16,0.1231252789815267,0.9994888888888889,0.8281672933459282,0.823,0.8200850497339661
17,0.12027530533737607,0.9996444444444444,0.8165556166172028,0.8264,0.8228683008159362
18,0.11771292961438497,0.9997555555555555,0.8227045673966408,0.8268,0.8234073604207492
19,0.11737310509151883,0.9998222222222222,0.8268582351803779,0.8236,0.8202226368851416
20,0.11618876012166342,0.9997111111111111,0.8178267838001251,0.8274,0.8238480474047464
21,0.11467064988878038,0.9997111111111111,0.8188032219409943,0.8272,0.824164708020995
22,0.11387490191989474,0.9997777777777778,0.8174578933238983,0.831,0.8275772590659343
23,0.11314177417225307,0.9997777777777778,0.8217740425467491,0.8254,0.8222115698913919
24,0.11250126764509413,0.9997555555555555,0.8248394969701767,0.8238,0.8208040665805199
25,0.11211298627853393,0.9998222222222222,0.8237159853696823,0.8274,0.8244141853296005
26,0.11162466889487373,0.9998222222222222,0.8354981958866119,0.8248,0.821565947413951
27,0.11136869294908312,0.9998,0.826561891913414,0.8258,0.82265701489433
28,0.11118736554781596,0.9997777777777778,0.8269039999961854,0.8216,0.8181606324994456
29,0.11104918218718635,0.9998444444444444,0.8277931900262833,0.8264,0.8226867481289836
30,0.11101141572528415,0.9997777777777778,0.8198015433311462,0.8264,0.8236083531094129
