epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,4.36262608909607,0.06824444444444444,3.193979514694214,0.3572,0.31882402515652286
2,2.4144261540730794,0.41026666666666667,1.3439443621635436,0.6826,0.6711449787953719
3,1.263222283914354,0.6705777777777778,0.8936884600639343,0.7674,0.761068615989563
4,0.8495293252309163,0.7827111111111111,0.8014527983665466,0.7886,0.7835204777600555
5,0.6566695892333985,0.8356222222222223,0.7548152711868286,0.8022,0.7980252204833477
6,0.5383577988942464,0.8738444444444444,0.7883142144203186,0.7932,0.7895367440696524
7,0.35899968433380125,0.9276,0.7622041555404663,0.8094,0.8051304993509352
8,0.2583826992140876,0.9607111111111111,0.7678952478170394,0.8176,0.8140386270807853
9,0.18215505306455823,0.9867333333333334,0.7810243135690689,0.8178,0.8140010420982803
10,0.18140286991331311,0.9853111111111111,0.8236836592197418,0.8086,0.8051389587796628
11,0.16592797316445246,0.9904,0.8480974296569824,0.8118,0.8077653222098301
12,0.15183698369132148,0.9938,0.8330491495132446,0.8182,0.8140633084273161
13,0.13474965856340196,0.9981777777777778,0.8162538844108581,0.8194,0.8158421025827128
14,0.13691931002404956,0.9977555555555555,0.868565544462204,0.8126,0.8100709560814263
15,0.1322151414129469,0.9981333333333333,0.8599106577277184,0.8182,0.8146408437535848
16,0.12747263303862677,0.9991777777777778,0.8468081907749176,0.819,0.8158053267226285
17,0.12176859957906935,0.9995555555555555,0.8265637884616852,0.8216,0.8178293219582143
18,0.11915257514847649,0.9996888888888888,0.8269565537095069,0.8238,0.8204294907616534
19,0.11754197674857246,0.9997111111111111,0.82613312458992,0.822,0.8186641024769075
20,0.1154171817806032,0.9997777777777778,0.830543149971962,0.8186,0.8152982275723683
21,0.11450104931725397,0.9997777777777778,0.8235951569080353,0.8226,0.8188282746093103
22,0.11394059611956278,0.9997555555555555,0.8249077361822128,0.8228,0.819143078889805
23,0.11356217386987474,0.9998,0.8335171485424042,0.825,0.821425668344806
24,0.11286636760234833,0.9998222222222222,0.8233812856674194,0.8264,0.8232563482755653
25,0.1123174587143792,0.9998,0.8339281973481179,0.8234,0.8197593917856248
26,0.11189951274924809,0.9998,0.8294105471372605,0.8246,0.8207970747189854
27,0.11194865353902181,0.9998,0.8371705947160721,0.823,0.8194203281388451
28,0.11164398620393541,0.9998222222222222,0.8374072641968727,0.8226,0.8187060370599911
29,0.1114916484620836,0.9998666666666667,0.8353197416424751,0.8212,0.8175443980620717
30,0.11154613713158501,0.9997777777777778,0.8337473359107971,0.8252,0.8220803969523389
