epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,5.214999112531874,0.009266666666666666,4.919222521209717,0.0076,0.0028112809290797226
2,5.219589619700114,0.008577777777777778,4.919347808074951,0.0074,0.0026881538131527643
3,5.22120716366238,0.008511111111111112,4.920941711425781,0.0078,0.002824531608136627
4,5.2210164771185985,0.008377777777777777,4.917846827697754,0.0074,0.002890580713763441
5,5.222542561255561,0.008866666665818956,4.920668254852295,0.0078,0.0027869866635860273
6,5.216740751647949,0.00842222222137451,4.917155365753174,0.0078,0.0026396702699434727
7,5.224044397142198,0.008444444444444444,4.918781345367432,0.0076,0.002840913670532202
8,5.222081600189209,0.008777777777777778,4.91571721572876,0.008,0.0027865132816308107
9,5.221266088528103,0.008666666664971246,4.915696462249755,0.008,0.0031323781601920726
10,5.2186302589416504,0.008644444444444444,4.9193598052978516,0.0072,0.0027347087258581602
11,5.218308511945937,0.008688888887193469,4.9186178443908695,0.008,0.0029288562809460816
12,5.218303287845187,0.008844444444444445,4.917899823760986,0.0078,0.0028903172318091425
13,5.226522291988797,0.008622222222222222,4.918455783081055,0.0078,0.002839690842236453
14,5.221498844231499,0.008399999999152289,4.91592798538208,0.008,0.0029315086209801837
15,5.220277478112115,0.009333333333333334,4.918029500579834,0.0074,0.002702933043715643
16,5.2234812473720975,0.00931111111111111,4.917268034362793,0.0082,0.003100992393011281
17,5.2184864991082085,0.00911111110941569,4.916272559356689,0.008,0.002899880248203031
18,5.21127745674981,0.008333333332485622,4.920183702850342,0.0078,0.0028189680409109667
19,5.223483232455783,0.009111111111111111,4.919427206420899,0.0082,0.0028374544774798795
20,5.219051818678114,0.009844444444444444,4.916648533630371,0.0076,0.0026670703376549367
21,5.218449989318848,0.008622222220526802,4.918447682189941,0.0076,0.0026312746527892726
22,5.220732513003879,0.008688888887193469,4.921453728485107,0.0076,0.0025489700529109016
23,5.215304044342041,0.008555555555555556,4.918620819854737,0.0082,0.0025024488133218053
24,5.216358699289958,0.00968888888888889,4.919244877624512,0.008,0.0028969388401965473
25,5.221973132493761,0.0087111111102634,4.914873295593262,0.0076,0.0028337181775581854
26,5.217237315029569,0.008222222220526801,4.917544635009766,0.0076,0.002839422781722069
