label,epoch,train_loss,train_acc,val_loss,val_acc
lr_001,1,4.653824082056682,0.009911111111111112,4.614718460464478,0.0088
lr_001,2,4.60974894595676,0.010933333333333333,4.614574121856689,0.0104
lr_001,3,4.4824288004981145,0.020666666666666667,4.349635453796386,0.0308
lr_001,4,4.2633591834174265,0.045,4.135366334533692,0.0548
lr_001,5,4.122354822349548,0.06406666666666666,4.040399968528748,0.074
lr_001,6,3.948851931360033,0.08933333333333333,3.832168714237213,0.1066
lr_001,7,3.8240130850368077,0.107,3.691621815776825,0.126
lr_001,8,3.7254676719665527,0.12353333333333333,3.6237002892494203,0.1392
lr_001,9,3.6334145172225103,0.1348,3.4955157101631165,0.1468
lr_001,10,3.5577145872539946,0.1479777777777778,3.499881298160553,0.1478
lr_001,11,3.4137731748633913,0.17713333333333334,3.3270486223220823,0.1806
lr_001,12,3.3858255847665997,0.18088888888888888,3.3013885021209717,0.186
lr_001,13,3.3757872590965694,0.18637777777777778,3.2815388216495514,0.191
lr_001,14,3.3634099506166244,0.18595555555555557,3.2865880799293516,0.1906
lr_001,15,3.352295033672121,0.18786666666666665,3.265491803407669,0.192
lr_001,16,3.3420558343993294,0.1889111111111111,3.2499635793685915,0.1918
lr_001,17,3.3354274261580574,0.18933333333333333,3.2537116291999815,0.1986
lr_001,18,3.324957737021976,0.19226666666666667,3.236192228078842,0.1938
lr_001,19,3.3188011126995085,0.19355555555555556,3.2373357907772062,0.195
lr_001,20,3.305409875657823,0.19606666666666667,3.220083526802063,0.2092
lr_0005,1,4.66018028348287,0.010733333333333333,4.614598545074463,0.0124
lr_0005,2,4.60986981455485,0.010622222222222222,4.569423442459106,0.0114
lr_0005,3,4.509751919195387,0.02,4.343030046844483,0.0378
lr_0005,4,4.190456966675653,0.05191111111111111,4.075997507667542,0.0682
lr_0005,5,3.997809569835663,0.07855555555555556,3.8973229122161865,0.0904
lr_0005,6,3.8215361761516995,0.10275555555555556,3.6686472599983215,0.1248
lr_0005,7,3.689886215941111,0.12717777777777778,3.693570975971222,0.1294
lr_0005,8,3.600801361380683,0.14022222222222222,3.5482558453559876,0.1468
lr_0005,9,3.5373485198020935,0.15182222222222222,3.447741461658478,0.1648
lr_0005,10,3.4823988985432517,0.1615111111111111,3.4363162546157837,0.1614
lr_0005,11,3.3316859402974446,0.1908,3.250526765823364,0.1996
lr_0005,12,3.300783797428343,0.19566666666666666,3.2389734869003295,0.2042
lr_0005,13,3.27944519349734,0.20204444444444444,3.2178703877449037,0.2126
lr_0005,14,3.27186098540624,0.20271111111111112,3.19966260843277,0.2088
lr_0005,15,3.252293537203471,0.2058888888888889,3.19210349149704,0.2136
lr_0005,16,3.244399705081516,0.2063111111111111,3.1825826831817627,0.218
lr_0005,17,3.231196411005656,0.20966666666666667,3.169740297603607,0.2194
lr_0005,18,3.2244434322304194,0.2119111111111111,3.15327582449913,0.2174
lr_0005,19,3.2098756870375738,0.21324444444444443,3.1475545144557953,0.219
lr_0005,20,3.2032682429737513,0.2137777777777778,3.1289220925807952,0.2218
lr_0001,1,4.172001296456655,0.06335555555555555,3.8757679739952087,0.1012
lr_0001,2,3.692586224714915,0.12775555555555557,3.4824761308670045,0.172
lr_0001,3,3.4827769674725,0.16433333333333333,3.3688351731300354,0.1802
lr_0001,4,3.3494890698220994,0.19004444444444443,3.302484739971161,0.2052
lr_0001,5,3.2343922952334085,0.21044444444444443,3.181684493589401,0.2214
lr_0001,6,3.127581700102488,0.23026666666666668,3.1052022592544555,0.2362
lr_0001,7,3.010713362195757,0.24911111111111112,2.953746253299713,0.2602
lr_0001,8,2.8990866607348122,0.2694,2.802714212346077,0.2934
lr_0001,9,2.7940338247193233,0.2931111111111111,2.773887193274498,0.2996
lr_0001,10,2.712344465170966,0.30864444444444444,2.661339302420616,0.3214
lr_0001,11,2.4236471284204057,0.37173333333333336,2.4845729826927183,0.3526
lr_0001,12,2.3478289917945863,0.38835555555555556,2.4439340651512147,0.3646
lr_0001,13,2.305197280414899,0.3982888888888889,2.44801471722126,0.3708
lr_0001,14,2.2741318800926207,0.40484444444444445,2.4086863159179686,0.3684
lr_0001,15,2.2461199500256113,0.40824444444444447,2.3858004202127456,0.382
