label,epoch,train_loss,train_acc
opt_sgd,1,3.4302969836764867,0.22973333331976997
opt_sgd,2,2.139828781890869,0.4473555555352105
opt_sgd,3,1.6682262993918524,0.5468444444308811
opt_sgd,4,1.3762068975872463,0.6194222221544053
opt_sgd,5,1.1476259475072226,0.6774222221272787
opt_sgd,6,0.953504100004832,0.731511111029731
opt_sgd,7,0.7843726941744487,0.7816666666666666
opt_sgd,8,0.6336233986960517,0.8296888887939452
opt_sgd,9,0.5095352267159357,0.8684444444037543
opt_sgd,10,0.4018723191155328,0.9011999999728733
opt_sgd,11,0.31610051267411976,0.9275555554470486
opt_sgd,12,0.24630269136958652,0.9485555554470485
opt_sgd,13,0.19358031208515167,0.9648222221950955
opt_sgd,14,0.15681297382248774,0.9732888888075087
opt_sgd,15,0.12483706890212165,0.9812888888075088
opt_sgd,16,0.10095035660531786,0.9858666666666667
opt_sgd,17,0.08149306107097203,0.990577777709961
opt_momentum,1,2.5211494874742297,0.3581777777370877
opt_momentum,2,1.6019367431004843,0.5504222222222223
opt_momentum,3,1.2287081304762097,0.64166666663954
opt_momentum,4,0.9902249964820015,0.7014222221950955
opt_momentum,5,0.7769331091033088,0.7602888887939453
opt_momentum,6,0.6126532259835137,0.8080444443495008
opt_momentum,7,0.47296948958502877,0.849377777750651
opt_momentum,8,0.3743513323465983,0.8783777777506511
opt_momentum,9,0.2752699635293749,0.9099333332790799
opt_momentum,10,0.20048903675079346,0.9361111110568577
opt_momentum,11,0.13870376637776693,0.95706666663954
opt_momentum,12,0.08983289064301385,0.9729333332383897
opt_momentum,13,0.05562799230217934,0.9854666665988498
opt_momentum,14,0.029162686547968122,0.9931111110975478
opt_adam,1,4.733813369284736,0.05119999999576145
opt_adam,2,3.7257128406100803,0.11324444443427192
opt_adam,3,3.367312279891968,0.17784444443427191
opt_adam,4,3.0920805714501274,0.22822222220526803
opt_adam,5,2.8788677954355877,0.26886666664293074
opt_adam,6,2.723636543189155,0.29822222221544054
opt_adam,7,2.6061528850131563,0.3218222221950955
opt_adam,8,2.5079874569786917,0.34222222221204973
opt_adam,9,2.4419551116519504,0.35995555551486547
opt_adam,10,2.3722607199350993,0.37408888886176217
opt_adam,11,2.3118092308044433,0.3850444443901909
opt_adam,12,2.2524427037556967,0.3986888888346354
opt_adam,13,2.2113710165659586,0.4118222222086589
opt_adam,14,2.1629723566267227,0.41893333332655164
opt_adam,15,2.1331255833095972,0.422866666659885
opt_adam,16,2.085383802880181,0.4378888888346354
opt_adam,17,2.055032374382019,0.4411555555555556
opt_adam,18,2.007107935418023,0.45459999996609163
opt_adam,19,1.9694644643571642,0.4624666666666667
opt_adam,20,1.9504806984795464,0.4666888888346354
opt_adam,21,1.9107633976406522,0.4761999999457465
opt_adam,22,1.8687839630762737,0.4878666666531033
opt_adam,23,1.8356177664015028,0.49493333331976996
opt_adam,24,1.79871104221344,0.5020888888753255
opt_adam,25,1.771308902253045,0.5090222221747503
opt_adam,26,1.7287695510016547,0.5203333333062066
opt_adam,27,1.6928310535642836,0.5280444444444444
opt_adam,28,1.6520516295539007,0.5393333333062066
opt_adam,29,1.6116647413889567,0.5459999999389649
opt_adam,30,1.5763728713353475,0.5553555554945204
opt_adam,31,1.531632962205675,0.5677555555284288
opt_adam,32,1.4937562654283312,0.5771777777370877
opt_adam,33,1.4540555011325413,0.5864444444376627
opt_adam,34,1.409571713786655,0.5958666666124132
opt_adam,35,1.365391333050198,0.6095111110907661
opt_adam,36,1.3211178623199462,0.6165999999457465
opt_adam,37,1.279130168914795,0.6304444444240994
opt_adam,38,1.2344736707263522,0.6429111110704211
opt_adam,39,1.1922394346661038,0.6541777777913411
opt_adamw,1,4.699029966566298,0.04562222221883138
opt_adamw,2,3.765466590033637,0.11482222221544054
opt_adamw,3,3.484906064605713,0.15506666663953994
opt_adamw,4,3.1573725296020507,0.2137999999898275
opt_adamw,5,2.951294273715549,0.2533333333129883
opt_adamw,6,2.7856872203826906,0.287399999979655
opt_adamw,7,2.6087411672380236,0.3235333332994249
opt_adamw,8,2.43469457482232,0.3589777777574327
opt_adamw,9,2.3041082392374674,0.3874444444240994
opt_adamw,10,2.17890226749844,0.4113111110839844
opt_adamw,11,2.08374008263482,0.4365999999525282
opt_adamw,12,1.9731473550584582,0.4581111110704211
opt_adamw,13,1.8666078330993652,0.48435555550808373
opt_adamw,14,1.7820802904340955,0.5012222222086589
opt_adamw,15,1.6949446002324422,0.5248222222086588
opt_adamw,16,1.6203848398420546,0.5402222222154406
opt_adamw,17,1.5096063893212213,0.5700222222222222
opt_adamw,18,1.4093271659003364,0.5897333332790798
opt_adamw,19,1.2990526946173775,0.6180222222222223
opt_adamw,20,1.2069068620681762,0.6421555555284288
opt_adamw,21,1.1116292923397488,0.6669555555148655
opt_adamw,22,0.9854416763623556,0.7035777777913411
opt_adamw,23,0.8741303966522217,0.7323777777913412
opt_adamw,24,0.7777620775010851,0.7563333332926433
opt_rmsprop,1,6.471482215627034,0.022822222221374512
opt_rmsprop,2,4.210182696448432,0.042288888884650336
opt_rmsprop,3,4.051440006425645,0.06086666666412354
opt_rmsprop,4,3.9723284489101833,0.07842222222137452
opt_rmsprop,5,3.88408876024882,0.08808888888041178
opt_rmsprop,6,3.845841953701443,0.09671111110263401
opt_rmsprop,7,3.843570281346639,0.09579999999321832
opt_rmsprop,8,3.8583239585028752,0.09391111110602485
opt_rmsprop,9,3.812048217095269,0.09831111110687256
opt_rmsprop,10,3.788124823421902,0.1016666666615804
opt_rmsprop,11,3.7720710678100584,0.10577777777523464
opt_rmsprop,12,3.7703286146375867,0.10926666665818957
