label,epoch,train_loss,train_acc
aug_none,1,3.4878888260735406,0.22015555550808377
aug_none,2,2.1611137624104817,0.442177777730306
aug_none,3,1.6844994183010524,0.5445111110975478
aug_none,4,1.3748190597322252,0.61899999995931
aug_none,5,1.1438587743759154,0.67806666663954
aug_none,6,0.9425753437042236,0.7351555554945205
aug_none,7,0.7650993655310737,0.788777777709961
aug_none,8,0.6150115523868137,0.8320888888481989
aug_none,9,0.48634380503760444,0.8734222221408421
aug_none,10,0.38030349973572625,0.9078444443359375
aug_none,11,0.2947913731045193,0.9339999999593099
aug_none,12,0.22833073604371812,0.953844444390191
aug_none,13,0.18055378113322787,0.9671333332519532
aug_none,14,0.1405770226796468,0.9769777776963976
aug_none,15,0.11612477980454763,0.9821555554877388
aug_none,16,0.09482768790192074,0.9877777777642144
aug_none,17,0.07778777559068469,0.9909111110432943
aug_flip,1,3.4815952846103246,0.22333333327907987
aug_flip,2,2.155248477575514,0.44757777773030594
aug_flip,3,1.6652583468967015,0.549155555501302
aug_flip,4,1.3650245699564616,0.6212444444037544
aug_flip,5,1.1233743689643012,0.6849111110432943
aug_flip,6,0.921794275633494,0.7425111110026041
aug_flip,7,0.7475011237568325,0.7945555555284288
aug_flip,8,0.5974137276543511,0.8396666666531033
aug_flip,9,0.4669940856191847,0.879999999891493
aug_flip,10,0.3632076206631131,0.9126666665852865
aug_flip,11,0.27923752422332765,0.9390888888481989
aug_flip,12,0.21499721508026123,0.9587777776692707
aug_flip,13,0.16375248398780823,0.9723555555284289
aug_flip,14,0.13274970670011307,0.9799111110839844
aug_flip,15,0.10659668033387926,0.9852888888888889
aug_flip,16,0.08847735106547673,0.9891111111111112
aug_crop,1,3.4617922417958575,0.22495555551486546
aug_crop,2,2.152547730806139,0.44615555552164715
aug_crop,3,1.6754199086931016,0.5462444444240994
aug_crop,4,1.3725418621910943,0.6198222221815322
aug_crop,5,1.1417948617829217,0.6788222221815322
aug_crop,6,0.9399990396923489,0.7385555555013021
aug_crop,7,0.7643048851860894,0.7892222222222223
aug_crop,8,0.6141102917353313,0.8349999999186198
aug_crop,9,0.4826344306521946,0.8777333332519532
aug_crop,10,0.38098486534754433,0.9071777777777777
aug_crop,11,0.29739769260088605,0.9327555555013022
aug_crop,12,0.23025338169203866,0.953199999891493
aug_crop,13,0.18216701930893792,0.9662666665852865
aug_crop,14,0.1450001924832662,0.9761333332926433
aug_crop,15,0.11413969206280178,0.9843999999321832
aug_crop,16,0.09411656877994537,0.9880444443495008
aug_flip_crop,1,3.4486870031144883,0.2281777777642144
aug_flip_crop,2,2.139895699395074,0.45104444444444447
aug_flip_crop,3,1.662798303773668,0.5496666666259766
aug_flip_crop,4,1.3668902494430542,0.6227555555080837
aug_flip_crop,5,1.129680151240031,0.6836666666056315
aug_flip_crop,6,0.9367559625201755,0.7351777777370877
aug_flip_crop,7,0.7632789212968615,0.788511111070421
aug_flip_crop,8,0.6105884546597798,0.8346666665988499
aug_flip_crop,9,0.4872274165577359,0.8764222221137152
aug_flip_crop,10,0.37624525464375813,0.9090888888481988
aug_flip_crop,11,0.2935436364279853,0.934644444390191
aug_flip_crop,12,0.22265245831277636,0.9550888887803819
aug_flip_crop,13,0.1742196775012546,0.9685555554606119
aug_flip_crop,14,0.13781068050596448,0.9780444444308811
aug_flip_crop,15,0.11198452988730537,0.9837111110568577
aug_flip_crop,16,0.09061457663906945,0.9885555555555555
aug_flip_crop,17,0.07745858805444505,0.9903777777642144
aug_flip_crop_jitter,1,3.487177301703559,0.22131111109754775
aug_flip_crop_jitter,2,2.1649265725453697,0.4413333332926433
aug_flip_crop_jitter,3,1.6790291124767727,0.5427111110975478
aug_flip_crop_jitter,4,1.3777923698425294,0.6160444444240994
aug_flip_crop_jitter,5,1.1392122159322102,0.6811333332722982
aug_flip_crop_jitter,6,0.940499943139818,0.7368888888075088
aug_flip_crop_jitter,7,0.7624087610244751,0.7901777776828341
aug_flip_crop_jitter,8,0.6080718240949843,0.8370888888346355
aug_flip_crop_jitter,9,0.48107264696756996,0.8762666665988499
aug_flip_crop_jitter,10,0.3717113393359714,0.9097111110161674
aug_flip_crop_jitter,11,0.28793499228159586,0.9370222222086588
aug_flip_crop_jitter,12,0.22095078327390882,0.9567999999050564
aug_flip_crop_jitter,13,0.17534990826182895,0.9695111110161675
