epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,4.610696376715766,0.023177777777777776,4.397021238708496,0.0608,0.05518823861442761
2,4.070750845040215,0.15764444444444445,3.4808826622009277,0.3376,0.30768980368741766
3,2.9231952612982854,0.4300222222222222,2.2175436979293823,0.5988,0.5847283014375702
4,2.0955976197136774,0.6083111111111111,1.7322624769210815,0.704,0.6938609789633028
5,1.746777413007948,0.6988444444444445,1.5458903224945069,0.758,0.7517183274466602
6,1.572779144329495,0.7538,1.4615115390777589,0.7804,0.7754888226582863
7,1.4740285221523708,0.7867777777777778,1.4254769063949584,0.7876,0.7821092565436538
8,1.424496346282959,0.8028222222222222,1.3991628761291504,0.7968,0.7918833924478996
9,1.3776906835344103,0.8196888888888889,1.3786232633590698,0.8034,0.7980505285850705
10,1.3400660933600532,0.8312,1.3530978504180908,0.809,0.8039596163271159
11,1.2857848298390706,0.8486222222222222,1.336247594833374,0.8154,0.8112872683566104
12,1.2397830172220865,0.8681555555555556,1.3121322959899901,0.8216,0.8177064978975932
13,1.2136596886528863,0.8766444444444444,1.3086353443145753,0.8286,0.8258706797582576
14,1.181786585659451,0.8883555555555556,1.29612244682312,0.8298,0.8265149119766317
15,1.1568589434305827,0.8983777777777778,1.292979016494751,0.8312,0.8278716045395947
16,1.1395351615905762,0.9042222222222223,1.29606330909729,0.832,0.8290522696728482
17,1.130429321246677,0.9089333333333334,1.2858007305145263,0.8324,0.8289227542577059
18,1.114978703350491,0.9139777777777778,1.2828308555603027,0.834,0.8319025311020674
19,1.1008632765663995,0.9200444444444444,1.2756931203842163,0.8386,0.8352363642934916
20,1.0894274973975286,0.9244222222222223,1.2758747692108154,0.8422,0.8389319463611098
21,1.083433379152086,0.9260444444444444,1.2750313055038451,0.8408,0.8374214996471805
22,1.0766986056009928,0.9293777777777777,1.2726552040100099,0.8392,0.836331208838506
23,1.0673085019429525,0.9330444444444445,1.2730309448242187,0.8434,0.839931390642367
24,1.0667310435824924,0.9313333333333333,1.2746222358703614,0.8394,0.8360603404472171
25,1.0624119258880615,0.9346888888888889,1.2716474088668823,0.842,0.838478420516529
26,1.0575856545766196,0.9369111111111111,1.2743484281539916,0.8428,0.8399621568277731
27,1.0568317400190566,0.9363777777777778,1.2745653533935546,0.8382,0.8349027695277331
28,1.0553317254808214,0.9364888888888889,1.2700102655410768,0.842,0.8388615878291336
29,1.0557044606314765,0.9375555555555556,1.27108784198761,0.8426,0.838760201887852
30,1.0542213165283203,0.9368444444444445,1.2739437746047975,0.8424,0.8389485744048124
