epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,4.765950891960991,0.0092,4.7410537628173826,0.0096,0.007652429778112212
2,4.764559995863173,0.010244444444444445,4.737622129058838,0.0086,0.007962633789616955
3,4.7668032005310055,0.009622222222222223,4.738287802124024,0.0094,0.007843818291947547
4,4.765689879692926,0.009377777777777778,4.7419875091552735,0.0084,0.007281953595396003
5,4.763027474890815,0.009555555555555555,4.736248976135254,0.008,0.007423662586784653
6,4.766554617818197,0.009666666666666667,4.740658842468262,0.009,0.008272529458604945
7,4.768113808525933,0.008622222222222222,4.737368719482422,0.0092,0.008098764433130703
8,4.764613260650635,0.010244444444444445,4.734434801483154,0.0078,0.007698334404025603
9,4.764407283104791,0.009577777777777777,4.739542928314209,0.0088,0.007377130153075011
10,4.763763596259223,0.009444444444444445,4.739387812805176,0.0088,0.007441387861640593
11,4.764866332923042,0.0096,4.738183151245117,0.0088,0.007765572493590692
