epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,4.614022138468425,0.023955555555555556,4.414403939819336,0.0594,0.05465450721560849
2,4.076976189761692,0.15568888888888888,3.501761845397949,0.3466,0.3142587127950205
3,2.9238227136823864,0.4269777777777778,2.247013399887085,0.5912,0.5720027666300341
4,2.112296373070611,0.6013555555555555,1.7450511936187745,0.6976,0.6863553189042478
5,1.7576617944081625,0.6948444444444445,1.5521137550354005,0.7546,0.7474985323559775
6,1.575396056705051,0.7515777777777778,1.4707209108352661,0.7784,0.77261756762617
7,1.4689028991275364,0.7884444444444444,1.4138563381195068,0.7968,0.7914958621035199
8,1.3858133719974095,0.8175111111111111,1.3726280536651612,0.8104,0.8048176712796234
9,1.3244585224999321,0.8368444444444444,1.3612343729019165,0.8142,0.8094443451958985
10,1.2729042746225994,0.8576222222222222,1.3351204778671264,0.8184,0.8138853202612423
11,1.2487536412133111,0.8630666666666666,1.3233862362861633,0.8248,0.8199486365292239
12,1.212453299882677,0.8782888888888889,1.3129504541397095,0.8264,0.8215214448258183
13,1.1756936832427978,0.8901555555555556,1.2989475898742675,0.8372,0.8340089136961635
14,1.1544294141981337,0.8982222222222223,1.2903328128814697,0.8358,0.8305051688919314
15,1.1122741033130221,0.9147333333333333,1.2786944845199586,0.84,0.835242909400537
16,1.081476877678765,0.9270444444444444,1.2697947532653808,0.8424,0.837643914108537
17,1.0532414723714192,0.9372,1.270989841079712,0.8422,0.8374695020511236
18,1.0402161127726237,0.9420888888888889,1.2663864879608153,0.8454,0.8403122574592734
19,1.0300139885372586,0.9460666666666666,1.2646823933601379,0.8452,0.8409331182771009
20,1.0206642390780978,0.9487333333333333,1.2624876068115234,0.8468,0.8427853474041506
21,1.010268889702691,0.9534,1.2616664194107057,0.845,0.8410194524170792
22,0.9984047953711616,0.9572666666666667,1.2639887224197388,0.8426,0.8389916985998078
23,0.988178375837538,0.9603111111111111,1.2624890939712525,0.8474,0.8433977360947564
24,0.9812786855061849,0.9626666666666667,1.2656268219947815,0.8462,0.8414043638568883
25,0.9730488655090332,0.9658222222222222,1.2590825037956237,0.8468,0.8427835203136695
26,0.96716914223565,0.9672888888888889,1.2643612833023072,0.8502,0.8456567523430798
27,0.9621082414415147,0.9692666666666667,1.2608511003494263,0.8478,0.8440098423168741
28,0.9550278495364719,0.9717555555555556,1.2585647115707397,0.849,0.845115863762818
29,0.9511735827551948,0.9726,1.2587324604034424,0.8496,0.8454026385985323
30,0.9455949484083388,0.9754,1.2583320364952086,0.8514,0.8469135743626522
31,0.9435812084197998,0.9752888888888889,1.2547486998558044,0.8494,0.8454311466198641
32,0.9419972396426731,0.9755555555555555,1.2598219264030457,0.8462,0.8426420291437894
33,0.93559875831604,0.9763777777777778,1.2593201374053955,0.8468,0.8420866813555915
34,0.9348211410946317,0.9777777777777777,1.2595006420135497,0.8524,0.8479788116192677
35,0.9303161999808417,0.9789555555555556,1.2566213703155518,0.8512,0.8466741431866001
36,0.9273342011345758,0.9796666666666667,1.2628643125534058,0.8494,0.845540221976798
37,0.9252227121565078,0.9798888888888889,1.2564357003211974,0.8526,0.8483472435771907
38,0.9239361008961996,0.9807333333333333,1.2585024745941162,0.8478,0.8440083385884806
39,0.922774765141805,0.9812666666666666,1.2582299293518067,0.8502,0.8457639436724417
40,0.921589442316691,0.9805555555555555,1.252149045276642,0.8548,0.8510722587744054
41,0.9203161045498318,0.9818888888888889,1.2574275078773498,0.8496,0.8451098421508171
42,0.9186160475624933,0.9826444444444444,1.2578747287750245,0.8516,0.8482059440875193
43,0.9170263995064629,0.9825111111111111,1.2531271951675416,0.8528,0.8495824106732682
44,0.920411516655816,0.9813333333333333,1.2610038734436035,0.8506,0.845904389900953
45,0.9157815313763089,0.9834,1.261273258972168,0.8488,0.8444699641071252
46,0.9152868885887994,0.9834222222222222,1.2582621776580811,0.8486,0.8443939171818517
47,0.9171622662014431,0.9823111111111111,1.2568368980407716,0.8492,0.8460913143329587
48,0.9173105239444309,0.9820444444444445,1.2554140223503112,0.851,0.8477496139265835
49,0.9149751396179199,0.9830666666666666,1.255729139328003,0.85,0.8463164114939882
50,0.915519697634379,0.9831333333333333,1.2574667583465575,0.8486,0.8444548785000948
