epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,4.757241634707981,0.009133333333333334,4.725553581237793,0.009,0.008166175141316895
2,4.757195354631212,0.009711111111111111,4.72100233001709,0.0098,0.008978658695896374
3,4.754155126105415,0.009333333333333334,4.721683152770996,0.0104,0.009820945430004184
4,4.753541420915392,0.009666666666666667,4.721972954559326,0.0114,0.010184696365166697
5,4.754263720618354,0.009977777777777778,4.717873375701904,0.0104,0.00907322983295245
6,4.753748288811578,0.009066666666666667,4.719121689605713,0.0116,0.01036483203193086
7,4.755802097913954,0.008977777777777777,4.720128505706787,0.01,0.009494339796515905
8,4.753535256958008,0.009555555555555555,4.719012968444824,0.0106,0.01001900437740514
9,4.7526517411126035,0.009444444444444445,4.720102017974853,0.0102,0.009124491655489958
10,4.750882673136394,0.0088,4.722594625091553,0.0096,0.00847775154013939
11,4.753088248274062,0.009244444444444444,4.718260821533203,0.0106,0.008609667016528717
12,4.752839196438259,0.008688888888888888,4.721069706726074,0.0098,0.008930798185972057
13,4.75231564763387,0.008466666666666667,4.719818612670898,0.0086,0.0076225951508529025
14,4.752553820207384,0.0092,4.72119153137207,0.011,0.009735870211548014
15,4.7527403238084585,0.009888888888888888,4.720380941772461,0.0106,0.009289889084954199
16,4.753961773935954,0.009977777777777778,4.720155815124512,0.0108,0.009539500098303327
