epoch,train_loss,train_acc,val_loss,val_acc
1,4.606782806947496,0.010577777777777778,4.605210763931274,0.0098
2,4.60638973274231,0.009333333333333334,4.605224346160889,0.0096
3,4.606232980049981,0.010355555555555555,4.605168563079834,0.0068
4,4.606304327689277,0.009466666666666667,4.605184300994873,0.0098
5,4.6059840549469,0.010088888888888889,4.60519695777893,0.0104
6,4.606395494291517,0.009977777777777778,4.605188093566895,0.0098
7,4.606266004138523,0.009533333333333333,4.605209616470337,0.0096
8,4.606347750430637,0.009577777777777777,4.605215980148316,0.0072
9,4.606229794311523,0.009866666666666666,4.605155536651611,0.0112
10,4.606533572557238,0.010133333333333333,4.605183390426636,0.0118
11,4.60524681845771,0.009933333333333334,4.605143343734741,0.0108
12,4.605361202070448,0.009755555555555556,4.605251818847656,0.0068
13,4.605374631754557,0.009644444444444445,4.605179442214966,0.01
14,4.605403113428752,0.010644444444444444,4.605172484588623,0.0116
15,4.6053591267055936,0.009355555555555556,4.605174010848999,0.0108
16,4.605328018951416,0.0102,4.60535581703186,0.0092
17,4.605309690560235,0.009466666666666667,4.605182069778443,0.0078
18,4.605326290130615,0.010177777777777779,4.605989774322509,0.009
19,4.605347310765584,0.010088888888888889,4.605177225494384,0.0096
20,4.605351644939846,0.009711111111111111,4.6051921875,0.0104
21,4.605179935455323,0.010133333333333333,4.605170903015137,0.0106
22,4.605190266884698,0.010177777777777779,4.605190747833252,0.0088
23,4.605174981943766,0.009866666666666666,4.6051887603759765,0.0088
24,4.605173468822903,0.009577777777777777,4.605183152008057,0.0092
25,4.605174623658922,0.009666666666666667,4.605184418106079,0.0086
26,4.605178247875638,0.009888888888888888,4.605183037948608,0.0092
27,4.605187560399373,0.010422222222222222,4.605281121444702,0.0066
28,4.6051577322642006,0.010333333333333333,4.605390635681152,0.0066
29,4.605169521247016,0.010244444444444445,4.605196941757202,0.0096
30,4.605223040601942,0.009844444444444444,4.6051788280487065,0.0126
