label,epoch,train_loss,train_acc,val_loss,val_acc
lr_01,1,4.609092988671197,0.009222222222222222,4.605082405090332,0.011
lr_01,2,4.607574249564276,0.009533333333333333,4.612319171524048,0.0108
lr_01,3,4.607694558080038,0.009666666666666667,4.605180488967895,0.0098
lr_01,4,4.60755028974745,0.010311111111111111,4.605159532546997,0.0094
lr_01,5,4.608307493654887,0.010044444444444444,4.6051882595062255,0.0116
lr_01,6,4.609292319615682,0.010333333333333333,4.609744063186645,0.011
lr_01,7,4.609267602199978,0.010155555555555555,4.610299165725708,0.0092
lr_01,8,4.608186309030321,0.010622222222222222,4.605212996673584,0.0096
lr_01,9,4.607284390301174,0.010933333333333333,4.605110376739502,0.0118
lr_01,10,4.607413613001506,0.00871111111111111,4.605225632858277,0.01
lr_01,11,4.605487315538195,0.009822222222222222,4.605191296386718,0.0096
lr_01,12,4.605384110853407,0.009911111111111112,4.605246474456787,0.011
lr_01,13,4.605499160597059,0.009355555555555556,4.605188794326782,0.0096
lr_01,14,4.6054156362321645,0.008955555555555555,4.6051641464233395,0.0096
lr_01,15,4.605430149629381,0.0098,4.605167615509033,0.0108
lr_01,16,4.605462445068359,0.0098,4.6056671062469485,0.0084
lr_01,17,4.6054154059516055,0.009977777777777778,4.6051616256713865,0.0114
lr_01,18,4.605446274015638,0.009711111111111111,4.60518281288147,0.0096
lr_01,19,4.605578488074409,0.009955555555555556,4.605177475738525,0.0092
lr_01,20,4.60548304049174,0.009933333333333334,4.605148253250122,0.009
lr_01,21,4.605209513558282,0.009422222222222222,4.605174597549438,0.0096
lr_01,22,4.605198055479262,0.009844444444444444,4.605177764892578,0.0104
lr_01,23,4.605198303858439,0.009822222222222222,4.605291164779663,0.0084
lr_01,24,4.605227774641249,0.010266666666666667,4.605213441085816,0.0098
lr_01,25,4.605201034079657,0.009466666666666667,4.605178891372681,0.01
lr_01,26,4.605192486699422,0.009622222222222223,4.605398641586303,0.0086
lr_01,27,4.605218845452202,0.009622222222222223,4.605176751708984,0.009
lr_01,28,4.605209174686008,0.009466666666666667,4.605179312133789,0.011
lr_01,29,4.605201901796129,0.0096,4.605173677825928,0.0094
lr_01,30,4.605228090286255,0.009977777777777778,4.605235279464722,0.0084
lr_05,1,4.606782806947496,0.010577777777777778,4.605210763931274,0.0098
lr_05,2,4.60638973274231,0.009333333333333334,4.605224346160889,0.0096
lr_05,3,4.606232980049981,0.010355555555555555,4.605168563079834,0.0068
lr_05,4,4.606304327689277,0.009466666666666667,4.605184300994873,0.0098
lr_05,5,4.6059840549469,0.010088888888888889,4.60519695777893,0.0104
lr_05,6,4.606395494291517,0.009977777777777778,4.605188093566895,0.0098
lr_05,7,4.606266004138523,0.009533333333333333,4.605209616470337,0.0096
lr_05,8,4.606347750430637,0.009577777777777777,4.605215980148316,0.0072
lr_05,9,4.606229794311523,0.009866666666666666,4.605155536651611,0.0112
lr_05,10,4.606533572557238,0.010133333333333333,4.605183390426636,0.0118
lr_05,11,4.60524681845771,0.009933333333333334,4.605143343734741,0.0108
lr_05,12,4.605361202070448,0.009755555555555556,4.605251818847656,0.0068
lr_05,13,4.605374631754557,0.009644444444444445,4.605179442214966,0.01
lr_05,14,4.605403113428752,0.010644444444444444,4.605172484588623,0.0116
lr_05,15,4.6053591267055936,0.009355555555555556,4.605174010848999,0.0108
lr_05,16,4.605328018951416,0.0102,4.60535581703186,0.0092
lr_05,17,4.605309690560235,0.009466666666666667,4.605182069778443,0.0078
lr_05,18,4.605326290130615,0.010177777777777779,4.605989774322509,0.009
lr_05,19,4.605347310765584,0.010088888888888889,4.605177225494384,0.0096
lr_05,20,4.605351644939846,0.009711111111111111,4.6051921875,0.0104
lr_05,21,4.605179935455323,0.010133333333333333,4.605170903015137,0.0106
lr_05,22,4.605190266884698,0.010177777777777779,4.605190747833252,0.0088
lr_05,23,4.605174981943766,0.009866666666666666,4.6051887603759765,0.0088
lr_05,24,4.605173468822903,0.009577777777777777,4.605183152008057,0.0092
lr_05,25,4.605174623658922,0.009666666666666667,4.605184418106079,0.0086
lr_05,26,4.605178247875638,0.009888888888888888,4.605183037948608,0.0092
lr_05,27,4.605187560399373,0.010422222222222222,4.605281121444702,0.0066
lr_05,28,4.6051577322642006,0.010333333333333333,4.605390635681152,0.0066
lr_05,29,4.605169521247016,0.010244444444444445,4.605196941757202,0.0096
lr_05,30,4.605223040601942,0.009844444444444444,4.6051788280487065,0.0126
lr_001,1,4.600142567104763,0.01471111111111111,4.5596433992385865,0.0222
lr_001,2,4.584015135171678,0.01868888888888889,4.52251681022644,0.0216
lr_001,3,4.576626511319478,0.020466666666666668,4.50692985458374,0.0294
lr_001,4,4.572304865921868,0.021044444444444445,4.52196351928711,0.0288
lr_001,5,4.573884380510118,0.021644444444444445,4.513883522605896,0.0286
lr_001,6,4.567776072862413,0.02371111111111111,4.471885872077942,0.0316
lr_001,7,4.567978497759501,0.023044444444444444,4.5201248294830325,0.0224
lr_001,8,4.568659796799554,0.024133333333333333,4.593813294219971,0.0156
lr_001,9,4.564139426824782,0.026533333333333332,4.511814475822448,0.0314
lr_001,10,4.566041343137953,0.024288888888888888,4.503303259277343,0.0306
lr_001,11,4.540723208236694,0.033666666666666664,4.410380167770386,0.067
lr_001,12,4.503532376967536,0.04257777777777778,4.2871135248184205,0.0864
lr_001,13,4.464839475038317,0.05237777777777778,4.200548592758179,0.0968
lr_001,14,4.433914477666219,0.060222222222222226,4.13531822605133,0.121
lr_001,15,4.416082059987386,0.0658,4.141251586532593,0.1184
lr_001,16,4.400589371003045,0.07131111111111112,4.071457302665711,0.1372
lr_001,17,4.376046823671129,0.07744444444444444,4.015602240562439,0.152
lr_001,18,4.361000831540426,0.08224444444444444,3.954587199783325,0.17
lr_001,19,4.3497600990719265,0.08482222222222222,3.9677360424041748,0.1572
lr_001,20,4.345372363853454,0.08837777777777778,3.9431766719818113,0.1786
lr_001,21,4.318444333585103,0.09791111111111112,3.8709526658058167,0.1988
lr_001,22,4.298161161147224,0.1026,3.8388510977745054,0.194
lr_001,23,4.305282707744174,0.10313333333333333,3.8436951693534853,0.2056
lr_001,24,4.294449948883057,0.10511111111111111,3.862681457901001,0.2006
lr_001,25,4.294559153726365,0.10586666666666666,3.848669434261322,0.2142
lr_001,26,4.28458280122545,0.10948888888888889,3.792152981376648,0.2034
lr_001,27,4.287569188478258,0.10586666666666666,3.810285982322693,0.2124
lr_001,28,4.27912056980133,0.11206666666666666,3.786735699272156,0.214
lr_001,29,4.275552729818556,0.11097777777777777,3.8090343269348144,0.2162
lr_001,30,4.275152596728007,0.11088888888888888,3.765850583553314,0.216
